ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_season_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,mo_sold,year_sold,sale_type,sale_condition,sale_price,longitude,latitude
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,120,9560,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CORNER,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,GOOD,1972,1972,HIP,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,GOOD,CBLOCK,TYPICAL,TYPICAL,MN,REC,6,UNF,0,504,864,GASA,EXCELLENT,Y,SBRKR,864,0,0,864,0,0,1,0,3,1,TYPICAL,5,TYP,0,NO_FIREPLACE,ATTCHD,RFN,1,288,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2006,WD,NORMAL,128500,-93.683468,42.021811
TWO_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_HIGH_DENSITY,0,3612,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,LANDMARK,NORM,NORM,TWNHS,TWO_STORY,ABOVE_AVERAGE,AVERAGE,1993,1994,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,GLQ,3,UNF,0,292,630,GASA,EXCELLENT,Y,SBRKR,630,690,0,1320,0,0,2,1,3,1,TYPICAL,5,TYP,0,NO_FIREPLACE,DETCHD,UNF,2,484,TYPICAL,TYPICAL,PAVED,0,48,0,0,0,0,NO_POOL,MINIMUM_PRIVACY,NONE,6,2006,WD,NORMAL,137000,-93.681378,42.021785
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,0,11088,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,ONE_STORY,VERY_GOOD,AVERAGE,2002,2002,HIP,COMPSHG,STUCCO,STUCCO,NONE,0,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,NO,GLQ,3,UNF,0,476,1348,GASA,EXCELLENT,Y,SBRKR,1358,0,0,1358,1,0,1,1,1,1,GOOD,5,TYP,1,TYPICAL,ATTCHD,UNF,2,418,TYPICAL,TYPICAL,PAVED,68,166,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2006,WD,NORMAL,220000,-93.685504,42.017055
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,75,9750,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,COLLEGE_CREEK,NORM,NORM,ONEFAM,TWO_STORY,GOOD,ABOVE_AVERAGE,1998,1998,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,AV,GLQ,3,UNF,0,133,1108,GASA,EXCELLENT,Y,SBRKR,1108,989,0,2097,1,0,2,1,3,1,GOOD,8,TYP,1,TYPICAL,DETCHD,RFN,2,583,TYPICAL,TYPICAL,PAVED,253,170,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2006,WD,NORMAL,274300,-93.682686,42.017858
PUD_MULTILEVEL_SPLIT_LEVEL_FOYER,RESIDENTIAL_MEDIUM_DENSITY,35,3675,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,TWNHSE,SFOYER,ABOVE_AVERAGE,AVERAGE,2005,2006,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,82,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,GD,GLQ,3,UNF,0,0,547,GASA,GOOD,Y,SBRKR,1072,0,0,1072,1,0,2,0,2,1,TYPICAL,5,TYP,0,NO_FIREPLACE,BASMENT,FIN,2,525,TYPICAL,TYPICAL,PAVED,0,44,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2006,NEW,PARTIAL,140000,-93.669977,42.01896
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_LOW_DENSITY,60,8400,PAVE,NO_ALLEY_ACCESS,REGULAR,BNK,ALLPUB,INSIDE,GTL,SOUTH_AND_WEST_OF_IOWA_STATE_UNIVERSITY,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,ABOVE_AVERAGE,AVERAGE,1940,2000,GABLE,COMPSHG,WD_SDNG,METALSD,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,LWQ,4,UNF,0,552,940,GASA,EXCELLENT,Y,SBRKR,1192,403,0,1595,0,0,1,0,2,1,TYPICAL,6,TYP,2,GOOD,ATTCHD,UNF,1,240,TYPICAL,TYPICAL,PAVED,0,0,108,0,0,0,NO_POOL,NO_FENCE,NONE,6,2006,WD,NORMAL,140000,-93.651811,42.018837
TWO_STORY_1945_AND_OLDER,RESIDENTIAL_LOW_DENSITY,69,4899,PAVE,NO_ALLEY_ACCESS,REGULAR,HLS,ALLPUB,CORNER,GTL,SOUTH_AND_WEST_OF_IOWA_STATE_UNIVERSITY,NORM,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,VERY_GOOD,1920,1950,GABLE,COMPSHG,METALSD,METALSD,NONE,0,TYPICAL,TYPICAL,PCONC,TYPICAL,TYPICAL,NO,BLQ,2,UNF,0,450,755,GASA,EXCELLENT,Y,SBRKR,755,755,0,1510,0,0,1,0,3,1,TYPICAL,6,TYP,0,NO_FIREPLACE,DETCHD,UNF,1,216,TYPICAL,TYPICAL,PAVED,0,0,164,0,0,0,NO_POOL,NO_FENCE,NONE,6,2006,WD,NORMAL,149000,-93.648417,42.018808
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_LOW_DENSITY,60,6000,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,SOUTH_AND_WEST_OF_IOWA_STATE_UNIVERSITY,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,AVERAGE,AVERAGE,1926,1950,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,TYPICAL,FAIR,BRKTIL,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,1008,1008,GASA,EXCELLENT,Y,SBRKR,1008,0,514,1522,0,0,2,0,4,1,TYPICAL,7,TYP,0,NO_FIREPLACE,NO_GARAGE,NO_GARAGE,0,0,NO_GARAGE,NO_GARAGE,PARTIAL_PAVEMENT,0,0,138,0,0,0,NO_POOL,NO_FENCE,NONE,6,2006,WD,NORMAL,102000,-93.648416,42.018857
TWO_STORY_1945_AND_OLDER,RESIDENTIAL_LOW_DENSITY,0,11435,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,HLS,ALLPUB,CORNER,MOD,CRAWFORD,NORM,NORM,ONEFAM,TWO_STORY,VERY_GOOD,GOOD,1929,1950,GABLE,COMPSHG,BRKFACE,STUCCO,NONE,0,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,UNF,7,UNF,0,792,792,GASA,FAIR,Y,SBRKR,792,725,0,1517,0,0,1,0,3,1,GOOD,7,TYP,2,GOOD,DETCHD,UNF,2,400,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2006,WD,NORMAL,230000,-93.642431,42.019059
ONE_AND_HALF_STORY_FINISHED_ALL_AGES,RESIDENTIAL_LOW_DENSITY,86,11500,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,CRAWFORD,NORM,NORM,ONEFAM,ONE_AND_HALF_FIN,GOOD,GOOD,1936,1987,GABLE,COMPSHG,BRKFACE,BRKFACE,NONE,0,GOOD,TYPICAL,CBLOCK,GOOD,TYPICAL,NO,REC,6,UNF,0,794,1017,GASA,GOOD,Y,SBRKR,1020,1037,0,2057,0,0,1,1,3,1,GOOD,6,TYP,1,GOOD,ATTCHD,FIN,1,180,FAIR,TYPICAL,PAVED,0,0,0,0,322,0,NO_POOL,NO_FENCE,NONE,6,2006,WD,NORMAL,250000,-93.641155,42.016827
TWO_FAMILY_CONVERSION_ALL_STYLES_AND_AGES,RESIDENTIAL_LOW_DENSITY,90,15750,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,CRAWFORD,NORM,NORM,TWOFMCON,ONE_STORY,AVERAGE,AVERAGE,1953,1953,HIP,COMPSHG,METALSD,METALSD,BRKFACE,56,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,MN,BLQ,2,UNF,0,324,1165,GASA,TYPICAL,Y,SBRKR,1336,0,0,1336,1,0,1,0,2,1,TYPICAL,5,TYP,2,GOOD,ATTCHD,UNF,1,375,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2006,WD,NORMAL,157000,-93.639428,42.01359
ONE_STORY_1945_AND_OLDER,RESIDENTIAL_MEDIUM_DENSITY,61,8534,PAVE,NO_ALLEY_ACCESS,REGULAR,LOW,ALLPUB,INSIDE,GTL,IOWA_DOT_AND_RAIL_ROAD,NORM,NORM,ONEFAM,ONE_STORY,BELOW_AVERAGE,BELOW_AVERAGE,1925,1950,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,TYPICAL,TYPICAL,BRKTIL,FAIR,TYPICAL,NO,UNF,7,UNF,0,432,432,GASA,TYPICAL,N,FUSEA,672,0,0,672,0,0,1,0,2,1,TYPICAL,4,MIN1,0,NO_FIREPLACE,NO_GARAGE,NO_GARAGE,0,0,NO_GARAGE,NO_GARAGE,DIRT_GRAVEL,0,0,112,0,0,0,NO_POOL,GOOD_WOOD,NONE,6,2006,WD,NORMAL,72000,-93.628298,42.020441
TWO_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_MEDIUM_DENSITY,42,3964,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,MEADOW_VILLAGE,NORM,NORM,TWNHSE,TWO_STORY,ABOVE_AVERAGE,BELOW_AVERAGE,1973,1973,GABLE,COMPSHG,CEMNTBD,CMENTBD,NONE,0,TYPICAL,TYPICAL,CBLOCK,GOOD,TYPICAL,NO,ALQ,1,UNF,0,105,942,GASA,GOOD,Y,SBRKR,1291,1230,0,2521,1,0,2,1,5,1,TYPICAL,10,MAJ1,1,GOOD,ATTCHD,FIN,2,576,TYPICAL,TYPICAL,PAVED,728,20,0,0,0,0,NO_POOL,GOOD_PRIVACY,NONE,6,2006,WD,NORMAL,151400,-93.603518,41.991731
TWO_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_MEDIUM_DENSITY,21,1526,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,MEADOW_VILLAGE,NORM,NORM,TWNHS,TWO_STORY,BELOW_AVERAGE,AVERAGE,1970,1970,GABLE,COMPSHG,CEMNTBD,CMENTBD,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,546,546,GASA,TYPICAL,Y,SBRKR,546,546,0,1092,0,0,1,1,3,1,TYPICAL,5,TYP,0,NO_FIREPLACE,NO_GARAGE,NO_GARAGE,0,0,NO_GARAGE,NO_GARAGE,PAVED,0,34,0,0,0,0,NO_POOL,GOOD_PRIVACY,NONE,6,2006,WD,NORMAL,79500,-93.601844,41.992497
TWO_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_MEDIUM_DENSITY,21,1936,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,MEADOW_VILLAGE,NORM,NORM,TWNHS,TWO_STORY,BELOW_AVERAGE,GOOD,1970,1970,GABLE,COMPSHG,CEMNTBD,CMENTBD,NONE,0,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,UNF,7,UNF,0,546,546,GASA,GOOD,Y,SBRKR,546,546,0,1092,0,0,1,1,3,1,TYPICAL,5,TYP,0,NO_FIREPLACE,NO_GARAGE,NO_GARAGE,0,0,NO_GARAGE,NO_GARAGE,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,6,2006,WD,NORMAL,90500,-93.601615,41.99171
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,0,8885,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LOW,ALLPUB,INSIDE,MOD,MITCHELL,NORM,NORM,ONEFAM,ONE_STORY,AVERAGE,AVERAGE,1983,1983,GABLE,COMPSHG,HDBOARD,HDBOARD,NONE,0,TYPICAL,TYPICAL,CBLOCK,GOOD,TYPICAL,AV,BLQ,2,ALQ,324,239,864,GASA,TYPICAL,Y,SBRKR,902,0,0,902,1,0,1,0,2,1,TYPICAL,5,TYP,0,NO_FIREPLACE,ATTCHD,UNF,2,484,TYPICAL,TYPICAL,PAVED,164,0,0,0,0,0,NO_POOL,MINIMUM_PRIVACY,NONE,6,2006,WD,NORMAL,131000,-93.60268,41.988314
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,0,11027,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,NORTH_AMES,NORM,NORM,ONEFAM,ONE_STORY,ABOVE_AVERAGE,AVERAGE,1954,1954,HIP,COMPSHG,WD_SDNG,WD_SDNG,STONE,28,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,BLQ,2,REC,539,171,1178,GASA,GOOD,Y,SBRKR,1293,0,0,1293,1,0,2,0,2,1,TYPICAL,5,TYP,0,NO_FIREPLACE,ATTCHD,RFN,2,452,TYPICAL,TYPICAL,PAVED,280,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,WD,NORMAL,149900,-93.618462,42.053406
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,60,8238,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,AVERAGE,1997,1998,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,TYPICAL,TYPICAL,PCONC,TYPICAL,TYPICAL,NO,GLQ,3,UNF,0,113,813,GASA,EXCELLENT,Y,SBRKR,813,712,0,1525,1,0,2,1,3,1,TYPICAL,6,TYP,1,TYPICAL,ATTCHD,FIN,2,400,TYPICAL,TYPICAL,PAVED,421,72,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,WD,NORMAL,183500,-93.639067,42.059909
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,54,9783,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,AVERAGE,1996,1996,GABLE,COMPSHG,HDBOARD,HDBOARD,NONE,0,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,UNF,7,UNF,0,821,821,GASA,GOOD,Y,SBRKR,821,955,0,1776,0,0,2,1,3,1,TYPICAL,7,TYP,1,TYPICAL,BUILTIN,FIN,2,443,TYPICAL,TYPICAL,PAVED,286,116,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,WD,NORMAL,202000,-93.636378,42.060736
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,42,13751,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,HLS,ALLPUB,CULDSAC,GTL,GILBERT,NORM,NORM,ONEFAM,TWO_STORY,GOOD,AVERAGE,2005,2006,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,248,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,AV,GLQ,3,UNF,0,1640,1700,GASA,EXCELLENT,Y,SBRKR,1700,512,0,2212,1,0,2,1,3,1,GOOD,9,TYP,1,GOOD,ATTCHD,FIN,3,773,TYPICAL,TYPICAL,PAVED,237,38,0,0,115,0,NO_POOL,NO_FENCE,NONE,5,2006,NEW,PARTIAL,309000,-93.635798,42.062891
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,0,7685,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,AVERAGE,1993,1994,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,112,TYPICAL,TYPICAL,PCONC,GOOD,TYPICAL,NO,ALQ,1,UNF,0,179,697,GASA,GOOD,Y,SBRKR,697,804,0,1501,0,0,2,1,3,1,GOOD,6,TYP,1,TYPICAL,ATTCHD,FIN,2,420,TYPICAL,TYPICAL,PAVED,190,63,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,WD,NORMAL,165600,-93.636949,42.058421
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,0,14762,PAVE,NO_ALLEY_ACCESS,MODERATELY_IRREGULAR,LVL,ALLPUB,CORNER,GTL,GILBERT,FEEDR,NORM,ONEFAM,TWO_STORY,AVERAGE,ABOVE_AVERAGE,1948,1950,GABLE,COMPSHG,PLYWOOD,PLYWOOD,NONE,0,TYPICAL,TYPICAL,SLAB,NO_BASEMENT,NO_BASEMENT,NO_BASEMENT,NO_BASEMENT,5,NO_BASEMENT,0,0,0,GASA,GOOD,Y,SBRKR,1547,720,53,2320,0,0,2,0,2,1,TYPICAL,7,TYP,1,TYPICAL,ATTCHD,UNF,2,672,TYPICAL,TYPICAL,PARTIAL_PAVEMENT,120,144,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,WD,NORMAL,169000,-93.6220148,42.0593867
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,91,14145,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,CORNER,GTL,NORTHWEST_AMES,NORM,NORM,ONEFAM,ONE_STORY,GOOD,GOOD,1984,1998,GABLE,COMPSHG,WD_SDNG,WD_SDNG,NONE,0,GOOD,TYPICAL,CBLOCK,GOOD,TYPICAL,MN,ALQ,1,UNF,0,995,1208,GASA,EXCELLENT,Y,SBRKR,1621,0,0,1621,1,0,2,0,3,1,GOOD,8,TYP,0,NO_FIREPLACE,ATTCHD,RFN,2,440,TYPICAL,TYPICAL,PAVED,108,45,0,0,0,0,NO_POOL,NO_FENCE,SHED,5,2006,WD,NORMAL,202500,-93.638026,42.055607
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,79,10240,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,NORTHWEST_AMES,NORM,NORM,ONEFAM,ONE_STORY,ABOVE_AVERAGE,ABOVE_AVERAGE,1980,1980,GABLE,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,157,TYPICAL,GOOD,CBLOCK,GOOD,TYPICAL,NO,BLQ,2,LWQ,1061,0,1686,GASA,TYPICAL,Y,SBRKR,1686,0,0,1686,1,0,2,0,3,1,TYPICAL,7,TYP,1,TYPICAL,ATTCHD,UNF,2,612,TYPICAL,TYPICAL,PAVED,384,131,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,WD,NORMAL,207500,-93.636044,42.053418
TWO_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_MEDIUM_DENSITY,21,1680,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,BRIARDALE,NORM,NORM,TWNHS,TWO_STORY,ABOVE_AVERAGE,GOOD,1972,1972,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,281,TYPICAL,TYPICAL,CBLOCK,TYPICAL,TYPICAL,NO,BLQ,2,UNF,0,355,672,GASA,GOOD,Y,SBRKR,672,546,0,1218,0,1,1,1,3,1,TYPICAL,7,TYP,0,NO_FIREPLACE,DETCHD,UNF,1,264,TYPICAL,TYPICAL,PAVED,0,28,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,WD,NORMAL,118000,-93.627366,42.051691
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,82,9942,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,NORTHRIDGE_HEIGHTS,NORM,NORM,ONEFAM,TWO_STORY,EXCELLENT,AVERAGE,2005,2006,GABLE,COMPSHG,METALSD,METALSD,BRKFACE,385,EXCELLENT,TYPICAL,PCONC,EXCELLENT,GOOD,AV,GLQ,3,UNF,0,316,1606,GASA,EXCELLENT,Y,SBRKR,1625,466,0,2091,1,0,2,1,3,1,EXCELLENT,8,TYP,1,GOOD,ATTCHD,RFN,2,521,TYPICAL,TYPICAL,PAVED,194,84,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,NEW,PARTIAL,338500,-93.654642,42.060577
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,105,15578,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CORNER,GTL,GILBERT,NORM,NORM,ONEFAM,TWO_STORY,ABOVE_AVERAGE,AVERAGE,2006,2006,GABLE,COMPSHG,VINYLSD,VINYLSD,NONE,0,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,NO,UNF,7,UNF,0,728,728,GASA,GOOD,Y,SBRKR,728,728,0,1456,0,0,2,1,3,1,TYPICAL,8,TYP,0,NO_FIREPLACE,ATTCHD,RFN,2,429,TYPICAL,TYPICAL,PAVED,0,0,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,NEW,PARTIAL,172785,-93.645755,42.062576
ONE_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,0,3196,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,BLOOMINGTON_HEIGHTS,NORM,NORM,TWNHSE,ONE_STORY,VERY_GOOD,AVERAGE,2003,2003,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,40,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,GD,UNF,7,UNF,0,1273,1273,GASA,EXCELLENT,Y,SBRKR,1456,0,0,1456,0,0,2,0,2,1,GOOD,7,TYP,1,TYPICAL,ATTCHD,FIN,2,400,TYPICAL,TYPICAL,PAVED,143,20,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,WD,NORMAL,215000,-93.640287,42.063329
ONE_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,0,2938,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,BLOOMINGTON_HEIGHTS,NORM,NORM,TWNHSE,ONE_STORY,GOOD,AVERAGE,2002,2002,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,40,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,AV,GLQ,3,UNF,0,330,1368,GASA,EXCELLENT,Y,SBRKR,1511,0,0,1511,1,0,2,0,2,1,GOOD,5,TYP,1,TYPICAL,ATTCHD,FIN,2,398,TYPICAL,TYPICAL,PAVED,130,30,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,WD,NORMAL,246990,-93.640227,42.063185
ONE_STORY_PUD_1946_AND_NEWER,RESIDENTIAL_MEDIUM_DENSITY,0,3072,PAVE,NO_ALLEY_ACCESS,REGULAR,LVL,ALLPUB,INSIDE,GTL,BLOOMINGTON_HEIGHTS,NORM,NORM,TWNHSE,ONE_STORY,GOOD,AVERAGE,2004,2004,HIP,COMPSHG,VINYLSD,VINYLSD,BRKFACE,18,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,NO,UNF,7,UNF,0,1375,1375,GASA,EXCELLENT,Y,SBRKR,1414,0,0,1414,0,0,2,0,2,1,GOOD,6,TYP,1,TYPICAL,ATTCHD,FIN,2,398,TYPICAL,TYPICAL,PAVED,144,20,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,WD,NORMAL,178740,-93.641321,42.062374
TWO_STORY_1946_AND_NEWER,RESIDENTIAL_LOW_DENSITY,114,17242,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,INSIDE,GTL,NORTHRIDGE,NORM,NORM,ONEFAM,TWO_STORY,EXCELLENT,AVERAGE,1993,1994,HIP,COMPSHG,METALSD,METALSD,BRKFACE,738,GOOD,GOOD,PCONC,EXCELLENT,TYPICAL,GD,REC,6,GLQ,1393,48,1733,GASA,EXCELLENT,Y,SBRKR,1933,1567,0,3500,1,0,3,1,4,1,EXCELLENT,11,TYP,1,TYPICAL,ATTCHD,RFN,3,959,TYPICAL,TYPICAL,PAVED,870,86,0,0,210,0,NO_POOL,NO_FENCE,NONE,5,2006,WD,NORMAL,584500,-93.655997,42.049423
ONE_STORY_1946_AND_NEWER_ALL_STYLES,RESIDENTIAL_LOW_DENSITY,85,10182,PAVE,NO_ALLEY_ACCESS,SLIGHTLY_IRREGULAR,LVL,ALLPUB,CULDSAC,GTL,SOMERSET,RRNN,NORM,ONEFAM,ONE_STORY,VERY_GOOD,AVERAGE,2006,2006,HIP,COMPSHG,VINYLSD,VINYLSD,STONE,420,GOOD,TYPICAL,PCONC,EXCELLENT,TYPICAL,MN,GLQ,3,UNF,0,440,1660,GASA,EXCELLENT,Y,SBRKR,1660,0,0,1660,1,0,2,0,3,1,GOOD,8,TYP,1,GOOD,ATTCHD,RFN,2,500,TYPICAL,TYPICAL,PAVED,322,50,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,NEW,PARTIAL,290000,-93.641793,42.054175
ONE_STORY_1946_AND_NEWER_ALL_STYLES,FLOATING_VILLAGE_RESIDENTIAL,60,7200,PAVE,PAVED,REGULAR,LVL,ALLPUB,INSIDE,GTL,SOMERSET,NORM,NORM,ONEFAM,ONE_STORY,ABOVE_AVERAGE,AVERAGE,2006,2006,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,68,GOOD,TYPICAL,PCONC,GOOD,TYPICAL,NO,GLQ,3,UNF,0,357,1262,GASA,GOOD,Y,SBRKR,1262,0,0,1262,0,0,2,0,2,1,GOOD,5,TYP,0,NO_FIREPLACE,ATTCHD,FIN,2,572,TYPICAL,TYPICAL,PAVED,0,120,0,0,0,0,NO_POOL,NO_FENCE,NONE,5,2006,NEW,PARTIAL,185000,-93.643173,42.051245
